track_id,track_name,artist_names,album_id,album_name,album_release_date,release_year,artist_ids,duration_ms,album_total_tracks,track_popularity,genre,gender
29iva9idM6rFCPUlu7Rhxl,yukon,justin bieber,5vD5M5VW62LL78Ko8x0CVZ,swag,2025-07-11 00:00:00+00:00,2025,1uNFoZAHBGtllmzznpCI3s,163866,21,87,unknown,male
5G2f63n7IPVPPjfNIGih7Q,taste,sabrina carpenter,3iPSVi54hsacKKl1xIR2eH,short n' sweet,2024-08-23 00:00:00+00:00,2024,74KM79TiuVKeVCqs8QtB0B,157279,12,86,pop,female
6MrLkXsMmHaYt680fhJUAq,12 to 12,sombr,2TrTb21wiXbwQohvN1UfFV,12 to 12,2025-07-24 00:00:00+00:00,2025,4G9NDjRyZFDlJKMRL8hx3S,242903,1,86,unknown,male
2374M0fQpWi3dLnB54qaLX,africa,toto,62U7xIHcID94o20Of5ea4D,toto iv,1982-04-08 00:00:00+00:00,1982,0PFtn5NtBbbUNbU9EAmIWF,295893,10,86,soft rock; yacht rock,unknown
709ZIqPHyFOpx2QdjmeWAM,dracula,tame impala,2kCjkEVRnLdEV5UOaQSAG4,dracula,2025-09-26 00:00:00+00:00,2025,5INjqkS1o8h1imAzPqGZBb,205308,3,86,indie; neo-psychedelic,male
7BKLCZ1jbUBVqRi2FVlTVw,closer,the chainsmokers; halsey,0rSLgV8p5FzfnqlEk4GzxE,closer,2016-07-29 00:00:00+00:00,2016,69GGBxA162lTqCwzJG5jLp; 26VFTg2z8YR0cCuwLzESi2,244960,1,86,unknown,group
2WfaOiMkCvy7F5fcp2zZ8L,take on me,a-ha,1ER3B6zev5JEAaqhnyyfbf,hunting high and low,1985-06-01 00:00:00+00:00,1985,2jzc5TC5TVFLXQlBNiIUzE,225280,10,86,new wave; synthpop,unknown
4iZ4pt7kvcaH6Yo8UoZ4s2,snooze,sza,07w0rG5TETcyihsEIZR3qG,sos,2022-12-09 00:00:00+00:00,2022,7tYKF4w9nC0nq9CsPZTHyP,201800,23,86,r&b,female
4AajxCEwGEsmHmT4H1TwjY,undressed,sombr,19m6pwPmwNFSPV7wtHtg7D,undressed,2025-03-21 00:00:00+00:00,2025,4G9NDjRyZFDlJKMRL8hx3S,182088,1,86,unknown,male
0O45fw2L5vsWpdsOdXwNAR,sexyback (feat. timbaland),justin timberlake; timbaland,2scB1uhcCI1TSf6b9TCZK3,futuresex/lovesounds,2006-09-12 00:00:00+00:00,2006,31TPClRtHm23RisEBtV3X7; 5Y5TRrQiqgUO4S36tzjIRZ,242733,12,85,unknown,group
3NFs3XUduzBfvc5Bx1gmzh,the dead dance,lady gaga,1KdrtZn2AmuQPHKIr3h4e6,the dead dance,2025-09-03 00:00:00+00:00,2025,1HY2Jd0NmPuamShAr6KMms,228518,1,85,art pop; pop,female
5FMyXeZ0reYloRTiCkPprT,which one (feat. central cee),drake; central cee,4TWJJZmgYm6tE6PzqpluQ0,which one,2025-07-25 00:00:00+00:00,2025,3TVXtAsR1Inumwj472S9r4; 5H4yInM5zmHqpKIoMNAx4r,169134,1,85,drill; rap; uk drill; uk grime,group
541sN2qNfIlllGn9nGOQoC,revolving door,tate mcrae,3w32SV56JvtJXsrYtThwzP,so close to what,2025-02-21 00:00:00+00:00,2025,45dkTj5sMRSjrmBSBeiHym,180032,15,85,unknown,female
2qSkIjg1o9h3YT9RAgYN75,espresso,sabrina carpenter,5quMTd5zeI9yW5UDua8wS4,espresso,2024-04-12 00:00:00+00:00,2024,74KM79TiuVKeVCqs8QtB0B,175459,1,85,pop,female
21jGcNKet2qwijlDFuPiPb,circles,post malone,4g1ZRSobMefqF6nelkgibi,hollywood's bleeding,2019-09-06 00:00:00+00:00,2019,246dkjvS1zLTtiykXe5h60,215280,17,85,unknown,male
5rb9QrpfcKFHM1EUbSIurX,yeah! (feat. lil jon & ludacris),usher; lil jon; ludacris,1RM6MGv6bcl6NrAG8PGoZk,confessions (expanded edition),2004-03-23 00:00:00+00:00,2004,23zg3TcAtWQy7J6upgbUnj; 7sfl4Xt5KmfyDs2T3SVSMK; 3ipn9JLAPI5GUEo4y4jcoi,250373,21,85,crunk; r&b; southern hip hop,group
4uUG5RXrOk84mYEfFvj3cK,i'm good (blue),david guetta; bebe rexha,7M842DMhYVALrXsw3ty7B3,i'm good (blue),2022-08-26 00:00:00+00:00,2022,1Cs0zKBU1kc0i8ypK3B9ai; 64M6ah0SkkRsnPGtGiRAbb,175238,2,85,edm,group
0gmbgwZ8iqyMPmXefof8Yf,how you remind me,nickelback,5fKL7vMTXvhR9tov8Kqt3u,silver side up,2001-09-11 00:00:00+00:00,2001,6deZN1bslXzeGvOLaLMOIF,223840,10,85,post-grunge; rock,unknown
1UNEuG9DYOWiikf00ayr52,love me not,ravyn lenae,6YHaDmwYvX8vREotCZTV6g,love me not / love is blind,2024-05-03 00:00:00+00:00,2024,5RTLRtXjbXI2lSXc6jxlAz,213466,2,85,alternative r&b; indie soul,female
7J1uxwnxfQLu4APicE5Rnj,billie jean,michael jackson,2ANVost0y2y52ema1E9xAZ,thriller,1982-11-30 00:00:00+00:00,1982,3fMbdgg4jU18AjLCKBhRSm,294226,9,85,unknown,male
6Q3lFQgpvhA9VApFKLFZtZ,strategy,twice,14JkAa6IiFaOh5s0nMyMU9,kpop demon hunters (soundtrack from the netflix film),2025-06-20 00:00:00+00:00,2025,7n2Ycct7Beij7Dj7meI4X0,168645,12,85,k-pop,unknown
0SiywuOBRcynK0uKGWdCnn,bad romance,lady gaga,6rePArBMb5nLWEaY9aQqL4,the fame monster (deluxe edition),2009-11-05 00:00:00+00:00,2009,1HY2Jd0NmPuamShAr6KMms,294573,23,85,art pop; pop,female
15JINEqzVMv3SvJTAXAKED,love the way you lie,eminem; rihanna,47BiFcV59TQi2s9SkBo2pb,recovery,2010-06-18 00:00:00+00:00,2010,7dGJo4pcD2V6oG8kP0tJRR; 5pKCCKE2ajJHZ9KAiaK11H,263373,17,85,hip hop; rap,group
09CtPGIpYB4BrO8qb1RGsF,sorry,justin bieber,6Fr2rQkZ383FcMqFyT7yPr,purpose (deluxe),2015-11-13 00:00:00+00:00,2015,1uNFoZAHBGtllmzznpCI3s,200786,19,85,unknown,male
7BqBn9nzAq8spo5e7cZ0dJ,just the way you are,bruno mars,1uyf3l2d4XYwiEqAb7t7fX,doo-wops & hooligans,2010-05-11 00:00:00+00:00,2010,0du5cEVh5yTK9QJze8zA0C,220734,10,85,unknown,male
1XGmzt0PVuFgQYYnV2It7A,payphone,maroon 5; wiz khalifa,6ijGiBcBfUwkoyHn5VUHU2,overexposed track by track,2012-01-01 00:00:00+00:00,2012,04gDigrS5kc9YWfZHwBETP; 137W8MRPWKqSmrBGDBFSop,231173,33,85,pop; rap,group
3U4isOIWM3VvDubwSI3y7a,all of me,john legend,4OTAx9un4e6NfoHuVRiOrC,love in the future (expanded edition),2013-08-30 00:00:00+00:00,2013,5y2Xq6xcjJb2jVM54GHK3t,269560,20,85,neo soul; soft pop,male
50kpGaPAhYJ3sGmk6vplg0,love yourself,justin bieber,6Fr2rQkZ383FcMqFyT7yPr,purpose (deluxe),2015-11-13 00:00:00+00:00,2015,1uNFoZAHBGtllmzznpCI3s,233720,19,85,unknown,male
6DCZcSspjsKoFjzjrWoCdn,god's plan,drake,1ATL5GLyefJaxhQzSPVrLX,scorpion,2018-06-29 00:00:00+00:00,2018,3TVXtAsR1Inumwj472S9r4,198973,25,84,rap,male
6RtPijgfPKROxEzTHNRiDp,rude,magic!,0RZ4Ct4vegYBmL9g88TBNi,don't kill the magic,2014-06-25 00:00:00+00:00,2014,0DxeaLnv6SyYk2DOqkLO8c,224840,11,84,unknown,unknown
32OlwWuMpZ6b0aN2RZOeMS,uptown funk (feat. bruno mars),mark ronson; bruno mars,3vLaOYCNCzngDf8QdBg2V1,uptown special,2015-01-12 00:00:00+00:00,2015,3hv9jJF3adDNsBSIQDqcjp; 0du5cEVh5yTK9QJze8zA0C,269666,11,84,unknown,group
6I3mqTwhRpn34SLVafSH7G,ghost,justin bieber,5dGWwsZ9iB2Xc3UKR0gif2,justice,2021-03-19 00:00:00+00:00,2021,1uNFoZAHBGtllmzznpCI3s,153190,16,84,unknown,male
1TfqLAPs4K3s2rJMoCokcS,sweet dreams (are made of this) - 2005 remaster,eurythmics; annie lennox; dave stewart,5jNDWA19BJbE24x1UUJGRY,sweet dreams (are made of this),1983-01-04 00:00:00+00:00,1983,0NKDgy9j66h3DLnN8qu1bB; 5MspMQqdVbdwP6ax3GXqum; 7gcCQIlkkfbul5Mt0jBQkg,216933,16,84,new wave; synthpop,group
1u8c2t2Cy7UBoG4ArRcF5g,blank space,taylor swift,1yGbNOtRIgdIiGHOEBaZWf,1989 (deluxe),2014-01-01 00:00:00+00:00,2014,06HL4z0CvFAxyc27GXpf02,231826,19,84,unknown,female
34gCuhDGsG4bRPIf9bb02f,thinking out loud,ed sheeran,1xn54DMo2qIqBuMqHtUsFd,x (deluxe edition),2014-06-21 00:00:00+00:00,2014,6eUKZXaKkcviH0Ku9w2n3V,281560,16,84,soft pop,male
1k2pQc5i348DCHwbn5KTdc,pink pony club,chappell roan,0EiI8ylL0FmWWpgHVTsZjZ,the rise and fall of a midwest princess,2023-09-22 00:00:00+00:00,2023,7GlBOeep6PqTfFi59PTUUN,258034,14,84,unknown,female
40riOy7x9W7GXjyGp4pjAv,hotel california - 2013 remaster,eagles,2widuo17g5CEC66IbzveRu,hotel california (2013 remaster),1976-12-08 00:00:00+00:00,1976,0ECwFtbIWEVNwjlrfc6xoL,391376,9,84,classic rock; soft rock; yacht rock,unknown
1JLn8RhQzHz3qDqsChcmBl,i want to know what love is - 1999 remaster,foreigner,4oQhDQDKMeI6IMlwpXt3j8,agent provocateur,unknown,0,6IRouO5mvvfcyxtPDKMYFN,304786,10,84,aor; classic rock,unknown
1IfGOnXoMBkiKC9xljlSfa,jealous type,doja cat,5faw0b6BBJiTHGNl9aaoc5,jealous type,2025-08-21 00:00:00+00:00,2025,5cj0lLjcoR7YOSnhnX0Po5,163647,1,84,unknown,female
0HPD5WQqrq7wPWR7P7Dw1i,tik tok,kesha,6fpLLJsDSSAlToEDW2jv4F,animal (expanded edition),2010-01-01 00:00:00+00:00,2010,6LqNN22kT3074XbTVUrhzX,199693,18,84,unknown,female
1QV6tiMFM6fSOKOGLMHYYg,poker face,lady gaga,1qwlxZTNLe1jq3b0iidlue,the fame,2008-01-01 00:00:00+00:00,2008,1HY2Jd0NmPuamShAr6KMms,237200,15,84,art pop; pop,female
6ocbgoVGwYJhOv1GgI9NsF,7 rings,ariana grande,2fYhqwDWXjbpjaIJPEfKFw,"thank u, next",2019-02-08 00:00:00+00:00,2019,66CXWjxzNUsdJxJ2JdwvnR,178626,12,84,pop,female
6tNQ70jh4OwmPGpYy6R2o9,beautiful things,benson boone,29aSKB1qPEbN0Qf9OPSQpw,beautiful things,2024-01-18 00:00:00+00:00,2024,22wbnEMDvgVIAGdFeek6ET,180304,1,84,unknown,male
22VdIZQfgXJea34mQxlt81,can't feel my face,the weeknd,0P3oVJBFOv3TDXlYRhGL7s,beauty behind the madness,2015-08-28 00:00:00+00:00,2015,1Xyo4u8uXC1ZmMpatF05PJ,213520,14,83,unknown,male
0k2GOhqsrxDTAbFFSdNJjT,temperature,sean paul,32Bu3ETQhR1PFCj3ndDlYf,the trinity,2005-09-27 00:00:00+00:00,2005,3Isy6kedDrgPYoTS1dazA9,216320,18,83,dancehall,male
6UelLqGlWMcVH1E5c4H7lY,watermelon sugar,harry styles,7xV2TzoaVc0ycW7fwBwAml,fine line,2019-12-13 00:00:00+00:00,2019,6KImCVD70vtIoJWnq6nGn3,174000,12,83,unknown,male
